# Mirror positions and focal lengths for the LST1 prototype 
# on La Palma, as based on the file newMirrorList.txt provided by LST team,
# reformated to required format by 
#   awk '{ printf "  %8.2f\t  %8.2f\t  %6.2f\t  %8.2f\t    %d\t   0.0\t    #%%  id=%d\n",$1,$2,$3,100.*$4,$5,$6 }'
# 
# Updated on 31/03/19. Two mirrors (IDs 162 and 172) were exchanged for ones with similar focal lengths.
#
# Size and area covered as reported by 'draw_mirrors':
# 198 mirrors are inside a radius of 12.393 m
# Total surface area: 390.98 m**2
# Total projected area: 388.38 m**2
# Center of gravity at x=0.269 m, y=-0.000 m
#
# Columns:
#   1: x pos. [cm] (note: x -> down)
#   2: y pos. [cm] (note: y -> right when looking from camera)
#   3: diameter [cm], flat-to-flat
#   4: focal length [cm] or 0. 
#      Note: positive, no RANDOM_FOCAL_LENGTH based values added in sim_telarray.
#   5: shape code (3)
#   6: z pos. = 0.0 -> will be calculated automatically based on paraboloid
#   #% separator keeping further data as comments.
#   7: mirror number in original list (not used)
#
    577.93	    924.00	  151.00	   2902.50	    3	   0.0	    #%   37
    711.30	   -847.00	  151.00	   2910.00	    3	   0.0	    #%   36
    711.30	   -693.00	  151.00	   2887.50	    3	   0.0	    #%   35
    711.30	   -539.00	  151.00	   2867.50	    3	   0.0	    #%   34
    711.30	   -385.00	  151.00	   2865.00	    3	   0.0	    #%   33
    711.30	   -231.00	  151.00	   2847.50	    3	   0.0	    #%   32
    711.30	    -77.00	  151.00	   2847.50	    3	   0.0	    #%   31
    711.30	     77.00	  151.00	   2845.00	    3	   0.0	    #%   30
    711.30	    231.00	  151.00	   2852.50	    3	   0.0	    #%   29
    711.30	    385.00	  151.00	   2860.00	    3	   0.0	    #%   28
    711.30	    539.00	  151.00	   2871.00	    3	   0.0	    #%   27
    711.30	    693.00	  151.00	   2887.50	    3	   0.0	    #%   26
    711.30	    847.00	  151.00	   2907.50	    3	   0.0	    #%   25
    844.66	   -770.00	  151.00	   2920.00	    3	   0.0	    #%   24
    844.66	   -616.00	  151.00	   2893.50	    3	   0.0	    #%   23
    844.66	   -462.00	  151.00	   2882.50	    3	   0.0	    #%   22
    844.66	   -308.00	  151.00	   2870.00	    3	   0.0	    #%   21
    844.66	   -154.00	  151.00	   2862.50	    3	   0.0	    #%   20
    844.66	      0.00	  151.00	   2860.00	    3	   0.0	    #%   19
    844.66	    154.00	  151.00	   2865.50	    3	   0.0	    #%   18
    844.66	    308.00	  151.00	   2875.00	    3	   0.0	    #%   17
    844.66	    462.00	  151.00	   2880.00	    3	   0.0	    #%   16
    844.66	    616.00	  151.00	   2902.50	    3	   0.0	    #%   15
    844.66	    770.00	  151.00	   2920.00	    3	   0.0	    #%   14
    978.03	   -539.00	  151.00	   2903.00	    3	   0.0	    #%   13
    978.03	   -385.00	  151.00	   2900.00	    3	   0.0	    #%   12
    978.03	   -231.00	  151.00	   2890.00	    3	   0.0	    #%   11
    978.03	    -77.00	  151.00	   2887.50	    3	   0.0	    #%   10
    978.03	     77.00	  151.00	   2882.50	    3	   0.0	    #%   9
    978.03	    231.00	  151.00	   2895.00	    3	   0.0	    #%   8
    978.03	    385.00	  151.00	   2901.00	    3	   0.0	    #%   7
    978.03	    539.00	  151.00	   2912.50	    3	   0.0	    #%   6
   1111.40	   -308.00	  151.00	   2915.00	    3	   0.0	    #%   5
   1111.40	   -154.00	  151.00	   2910.00	    3	   0.0	    #%   4
   1111.40	      0.00	  151.00	   2907.50	    3	   0.0	    #%   3
   1111.40	    154.00	  151.00	   2910.00	    3	   0.0	    #%   2
   1111.40	    308.00	  151.00	   2917.50	    3	   0.0	    #%   1
